// This file is generated automatically. All manually added changes will be removed when running the Converter.
// Map 009-1: Swamp warps
009-1,181,31,0	warp	#009-1_181_31	1,0,008-1-1,180,197
009-1,249,48,0	warp	#009-1_249_48	0,0,008-1,23,216
009-1,175,77,0	warp	#009-1_175_77	1,0,009-2-1,34,44
009-1,161,90,0	warp	#009-1_161_90	1,0,009-2-0,31,39
009-1,184,101,0	warp	#009-1_184_101	0,0,009-2-2,32,39
009-1,35,168,0	warp	#009-1_35_168	1,0,009-2-3,41,39
009-1,67,159,0	warp	#009-1_67_159	0,0,009-2-6,29,35
009-1,64,186,0	warp	#009-1_64_186	0,0,009-2-7,29,35
009-1,90,159,0	warp	#009-1_90_159	0,0,009-2-8,29,40
009-1,196,96,0	warp	#009-1_196_96	1,0,009-2-9,34,43
009-1,95,192,0	warp	#009-1_95_192	0,0,009-2-12,28,43
009-1,206,148,0	warp	#009-1_206_148	0,0,009-2-15,28,41
009-1,213,147,0	warp	#009-1_213_147	1,0,009-2-15,43,40
