// This file is generated automatically. All manually added changes will be removed when running the Converter.
// Map 008-1: Hurnscald mobs
008-1,270,86,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,271,89,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,273,87,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,276,88,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,275,90,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,280,87,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,279,89,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,282,89,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,283,86,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,203,70,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,198,70,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,193,70,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,188,70,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,183,70,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,185,72,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,203,74,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,198,74,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,193,74,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,188,74,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,180,76,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,185,76,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,190,76,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,195,76,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,198,78,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,193,78,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,188,78,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,183,78,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,180,80,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,200,80,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,160,97,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,154,95,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,148,97,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,160,101,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,156,105,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,154,99,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,152,101,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,152,105,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,146,99,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,146,103,0,0	monster	Manana Tree	1017,1,420000,240000
008-1,200,120,2,6	monster	Mauve Plant	1036,3,1000,20000
008-1,184,53,2,2	monster	Cobalt Plant	1039,2,1000,30000
008-1,183,143,6,2	monster	Alizarin Plant	1037,3,1000,25000
008-1,169,142,2,2	monster	Pink Flower	1034,1,100,10000
008-1,159,145,2,2	monster	Pink Flower	1034,1,100,20000
008-1,148,150,2,2	monster	Pink Flower	1034,1,100,50000
008-1,85,120,7,9	monster	Mouboo	1023,5,30000,60000
008-1,79,63,11,2	monster	Spider	1044,2,4000,8000
008-1,290,101,5,3	monster	Butterfly	1032,3,10000,10000
008-1,267,127,2,2	monster	Butterfly	1032,2,10000,10000
008-1,235,118,9,9	monster	Butterfly	1032,3,10000,10000
008-1,241,58,5,3	monster	Butterfly	1032,3,10000,10000
008-1,292,165,5,3	monster	Butterfly	1032,3,10000,10000
008-1,207,139,5,3	monster	Butterfly	1032,3,10000,10000
008-1,165,147,5,3	monster	Butterfly	1032,3,10000,10000
008-1,181,213,14,10	monster	Log Head	1031,2,5000,30000
008-1,244,160,31,11	monster	Mana Bug	1035,7,10000,10000
008-1,232,60,17,26	monster	Mana Bug	1035,7,10000,10000
008-1,275,103,1,0	monster	Clover Patch	1033,1,10000,30000
008-1,277,152,2,1	monster	Clover Patch	1033,1,10000,30000
008-1,203,130,1,0	monster	Clover Patch	1033,1,10000,30000
008-1,156,149,1,0	monster	Clover Patch	1033,1,10000,30000
008-1,193,113,1,0	monster	Clover Patch	1033,1,10000,30000
008-1,289,140,6,2	monster	Maggot	1026,3,500,10000
008-1,285,65,6,2	monster	Maggot	1026,3,500,10000
008-1,170,70,6,2	monster	Maggot	1026,3,500,10000
008-1,65,136,6,2	monster	Maggot	1026,3,500,10000
008-1,47,132,11,15	monster	Forest Maggot	1028,7,500,2500
008-1,120,113,16,11	monster	Butterfly	1032,3,10000,10000
008-1,104,183,11,7	monster	Log Head	1031,3,5000,30000
008-1,203,167,9,10	monster	Log Head	1031,2,5000,30000
008-1,66,185,7,11	monster	Log Head	1031,2,5000,30000
008-1,258,68,5,3	monster	Pinkie	1030,2,3000,12000
008-1,257,88,5,3	monster	Pinkie	1030,2,3000,12000
008-1,295,80,4,5	monster	Pinkie	1030,3,2000,8000
