// This file is generated automatically. All manually added changes will be removed when running the Converter.
// Map 020-1: Tulimshar warps
020-1,166,242,0	warp	#020-1_166_242	1,0,020-1,165,250
020-1,166,249,0	warp	#020-1_166_249	1,0,020-1,165,241
020-1,169,135,0	warp	#020-1_169_135	0,0,020-2-0,36,40
020-1,140,71,0	warp	#020-1_140_71	0,0,020-2-1,35,38
020-1,146,70,0	warp	#020-1_146_70	0,0,020-2-1,47,36
020-1,141,59,0	warp	#020-1_141_59	0,0,020-2-2,37,22
020-1,166,77,0	warp	#020-1_166_77	0,0,020-2-3,45,33
020-1,179,98,0	warp	#020-1_179_98	0,0,020-2-4,35,28
020-1,281,85,0	warp	#020-1_281_85	0,0,020-2-5,34,30
020-1,291,88,0	warp	#020-1_291_88	0,0,020-2-5,45,37
020-1,289,80,0	warp	#020-1_289_80	0,0,020-2-6,31,29
020-1,290,72,0	warp	#020-1_290_72	0,0,020-2-6,37,22
020-1,293,106,0	warp	#020-1_293_106	0,0,020-2-7,35,32
020-1,292,130,0	warp	#020-1_292_130	0,0,020-2-8,35,32
020-1,280,140,0	warp	#020-1_280_140	0,0,020-2-9,44,36
020-1,294,148,0	warp	#020-1_294_148	0,0,020-2-11,38,31
020-1,264,152,0	warp	#020-1_264_152	0,0,020-2-10,45,32
020-1,259,152,0	warp	#020-1_259_152	0,0,020-2-10,34,32
020-1,295,163,0	warp	#020-1_295_163	0,0,020-2-12,38,31
020-1,290,157,0	warp	#020-1_290_157	0,0,020-2-13,40,31
020-1,279,168,0	warp	#020-1_279_168	0,0,020-2-14,42,33
020-1,267,181,0	warp	#020-1_267_181	0,0,020-2-15,45,32
020-1,270,173,0	warp	#020-1_270_173	0,0,020-2-16,32,25
020-1,254,165,0	warp	#020-1_254_165	0,0,020-2-17,40,26
020-1,225,190,0	warp	#020-1_225_190	0,0,020-2-18,45,33
020-1,219,190,0	warp	#020-1_219_190	0,0,020-2-18,35,33
020-1,200,186,0	warp	#020-1_200_186	0,0,020-2-19,40,26
020-1,194,168,0	warp	#020-1_194_168	0,0,020-2-20,35,37
020-1,202,168,0	warp	#020-1_202_168	0,0,020-2-20,49,37
020-1,161,146,0	warp	#020-1_161_146	0,0,020-2-21,40,26
020-1,153,131,0	warp	#020-1_153_131	0,0,020-2-22,42,32
020-1,163,72,0	warp	#020-1_163_72	0,0,020-2-23,32,28
020-1,194,162,0	warp	#020-1_194_162	0,0,020-2-24,32,28
020-1,149,128,0	warp	#020-1_149_128	0,0,020-2-25,32,28
020-1,157,128,0	warp	#020-1_157_128	0,0,020-2-25,42,28
020-1,67,116,0	warp	#020-1_67_116	0,0,020-2-26,71,43
020-1,59,117,0	warp	#020-1_59_117	1,0,020-2-26,58,45
020-1,49,115,0	warp	#020-1_49_115	0,0,020-2-26,44,41
020-1,41,118,0	warp	#020-1_41_118	0,0,020-2-26,34,48
020-1,56,107,0	warp	#020-1_56_107	0,0,020-2-28,34,32
020-1,60,107,0	warp	#020-1_60_107	0,0,020-2-28,42,32
020-1,87,114,0	warp	#020-1_87_114	0,0,020-2-29,53,33
020-1,71,56,0	warp	#020-1_71_56	0,0,020-2-31,34,30
020-1,72,44,0	warp	#020-1_72_44	0,0,020-2-33,37,22
