// This file is generated automatically. All manually added changes will be removed when running the Converter.
// Map 008-3-0: Rossy Cave mobs
008-3-0,30,113,7,14	monster	Cave Maggot	1027,5,500,2000
008-3-0,102,116,14,8	monster	Cave Maggot	1027,5,500,2000
008-3-0,79,144,10,6	monster	Cave Maggot	1027,7,500,2000
008-3-0,158,87,10,12	monster	Cave Maggot	1027,7,500,2000
008-3-0,34,28,3,4	monster	Poison Skull	1100,1,35000,60000
008-3-0,160,124,5,3	monster	Ratto	1005,4,35000,15000
008-3-0,155,163,1,7	monster	Ratto	1005,4,35000,15000
008-3-0,128,146,5,3	monster	Ratto	1005,4,35000,15000
008-3-0,120,61,5,3	monster	Ratto	1005,4,35000,15000
008-3-0,138,64,10,7	monster	Crafty	1018,10,1000,120000
008-3-0,129,102,11,6	monster	Crafty	1018,6,1000,120000
008-3-0,67,114,10,2	monster	Spider	1044,3,4000,8000
008-3-0,109,145,4,10	monster	Spider	1044,5,4000,8000
008-3-0,68,84,3,7	monster	Spider	1044,4,4000,8000
008-3-0,80,169,0,0	monster	Diamond Vein	1045,1,600000,60000
008-3-0,118,96,0,0	monster	Gem Veinbloc	1069,1,600000,60000
008-3-0,131,93,0,0	monster	Coal Veinbloc	1071,1,600000,60000
008-3-0,119,101,0,0	monster	Gold Veinbloc	1070,1,600000,60000
008-3-0,113,60,23,8	monster	Cave Maggot	1027,7,500,2000
008-3-0,199,68,8,9	monster	Crafty	1018,5,1000,60000
008-3-0,160,47,17,5	monster	Crafty	1018,5,1000,120000
008-3-0,119,200,20,4	monster	Spider	1044,5,4000,8000
008-3-0,34,193,11,9	monster	Spider	1044,5,4000,8000
008-3-0,26,115,5,17	monster	Spider	1044,5,4000,8000
008-3-0,82,60,21,7	monster	Cave Maggot	1027,5,500,2000
008-3-0,38,193,16,4	monster	Cave Maggot	1027,5,500,2000
008-3-0,114,199,12,3	monster	Ratto	1005,4,35000,15000
008-3-0,106,30,10,7	monster	Crafty	1018,5,1000,120000
008-3-0,78,128,11,21	monster	Ratto	1005,4,35000,15000
008-3-0,117,141,35,11	monster	Crafty	1018,10,1000,120000
